ltable_id,rtable_id,label,left_id,left_name,left_description,left_price,right_id,right_name,right_description,right_price
967,1040,0,967,samsung black blu-ray disc player bdp2500,"samsung black blu-ray disc player bdp2500 full hd 1080p bd live 2.0 ready netflix instant streaming ready ethernet and usb for firmware upgrades dolby digital plus , dolby digital true-hd dts-hd upgradable hdmi-cec ( anynet + ) usb 2.0 black finish",,1040,sharp aquos bd-hp50u blu-ray disc player,"bd-re , dvd + rw , dvd-rw , cd-rw bd video , dvd video , cd-da , jpeg , vc-1 , mpeg-2 , ac3 , lpcm playback progressive scan",266.96
299,423,1,299,lg dle5955w white xl capacity electric dryer dle5955wh,lg dle5955w white xl capacity electric dryer dle5955wh 7.3 cu . ft. capacity 9 drying programs 5 temperature levels precise temperature control with variable heat source flowsense duct clogging indicator upfront electronic control panel with dual led display and dial-a-cycle lodecibel quiet operation white finish,,423,lg electric dryer with 9 drying programs,,
355,845,0,355,frigidaire gld4355rfb gallery speedclean 24 ' black dishwasher gld4355bk,frigidaire gld4355rfb gallery speedclean 24 ' black dishwasher gld4355bk 5-level precision direct wash system variable washing pressure power dry drying system granitegrey interior stainless steel food disposer and self cleaning filter 12 easy clean electronic touchpads with digital display smart soil sensor ultraquiet plus sound insulation package black finish,,845,frigidaire fdb130rgs 24 ' built-in dishwasher ( white ),,246.54
671,821,0,671,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,821,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,
176,59,0,176,sanus 15 ' 40 ' visionmount flat panel tv black wall mount mf110b,sanus 15 ' 40 ' visionmount flat panel tv black wall mount mf110b mounts within 2.5 ' of wall holds up to 100 lbs powder coated black finish,179.99,59,sanus flat panel tv wall mount vm1b,aluminum 50 lb,69.99
974,969,0,974,sony vaio lv series silver all-in-one desktop computer vgclv140j,sony vaio lv series silver all-in-one desktop computer vgclv140j 2.53 ghz intel core 2 duo e7200 processor 4gb memory built-in 1.3 mp motion eye camera and microphone 320gb serial ata hard drive 24 ' xbrite-full hd lcd integrated stereo a2dp bluetooth technology two built-in 5.5 watt stereo speakers microsoft windows vista home premium 64-bit silver finish,,969,sony vaio js all-in-one desktop vgcjs130j/b,"sony vaio vgc-js130j / b desktop 20.1-inch all-in-one pc -2.5 ghz intel pentium dual-core e5200 processor , 4 gb ram , 500 gb hard drive , vista premium black",1028.53
846,817,0,846,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,,817,speck products seethru case for apple 13 ' macbook mb13-clr-see-v2,plastic clear,
619,887,0,619,sony bravia wireless home theater system in black davhdx576wf,sony bravia wireless home theater system in black davhdx576wf 5.1 channel surround sound s-air technology bravia sync digital media port hdmi output with 720p/1080p upscaling of dvd media digital cinema auto calibration portable audio enhancer multi speaker formation music/movie mode black finish,,887,sony ht7200dh home theater system,"dvd player , a/v receiver , 5.1 speakers 1 disc ( s ) progressive scan 1000w rms dolby digital , dolby pro logic , dolby pro logic ii , dts",376.96
670,827,0,670,speck seethru clear hard shell case for macbook air mbaclrsee,speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish,,827,speck products seethru case for apple 15 ' macbook pro mb15-pur-see-v2,plastic purple,31.97
610,722,0,610,sony 5.1 channel black a/v receiver strdg520,"sony 5.1 channel black a/v receiver strdg520 100 watts x 5 power 1080p hdmi pass through accepts 1080/60p and 24p video signal via hdmi dolby digital , dolby pro logic , dolby pro logic ii , digital cinema sound and dts decoding black finish",199.0,722,sony str-dg720 a/v receiver strdg720,"dolby digital , dolby pro logic ii , dts 96/24 , dts neo :6 , dolby digital ex , dolby pro logic iix , dolby pro logic , dts-es , digital cinema sound , dts",224.79
817,429,0,817,sony ex ear bud headphones in white mdrex32lpwhi,"sony ex ear bud headphones in white mdrex32lpwhi 9mm drivers deep bass sound neodymium ( 400kj/m3 ) magnets offer powerful bass sound reproduction 3.9 ft. cord length frequency response of 6-23 ,000 hz white finish",24.0,429,sony mdrex81lp comfort fit ear hanger headphones - choose color ( black ),,
477,844,1,477,sony silver cyber-shot digital camera dscw150,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,,844,sony cyber-shot dsc-w150 digital camera silver dscw150,8.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,129.99
500,878,0,500,panasonic viera 46 ' plasma flat panel 1080p hdtv in black th46pz80u,panasonic viera 46 ' plasma flat panel 1080p hdtv in black th46pz80u 1080p display 1920 x 1080 native resolution color purity optimizer surround sound anti-reflective filter viera link hdavi control built-in ntsc/atsc/qam tuners 3 hdmi inputs built-in galleryplayer capable sd card memory slot pedestal stand included black finish,,878,panasonic viera th-50pz850u 50 ' plasma tv,"50 ' atsc , ntsc 16:9 1920 x 1080 hdtv",2096.99
466,580,0,466,sony 30gb handycam hard disk drive camcorder dcrsr45,sony 30gb handycam hard disk drive camcorder dcrsr45 1/8 ' advanced had ccd imager 40x optical/2000x digital zoom 2.7 ' wide ( 16:9 ) touch panel clear photo lcd plus display hybrid recording to hard disk drive or memory stick media built-in zoom microphone with 5.1 ch recording carl zeiss vario-tessar lens usb 2.0 interface super nightshot infrared system,,580,sony handycam hdr-sr12 high definition digital camcorder hdrsr12,16:9 3.2 ' color lcd,869.0
110,366,0,110,canon photo ink cartridge cl52,canon photo ink cartridge cl52 compatible with pixma ip6210d and ip6220d printers,25.0,366,canon pg-40 twin pack black ink cartridge 0615b013,black,
675,893,0,675,sony 26 ' bravia m-series black lcd flat panel hdtv kdl26m4000,"sony 26 ' bravia m-series black lcd flat panel hdtv kdl26m4000 1366 x 768p resolution advanced contrast enhancer circuit ( ace ) bravia engine fully digital video processor atsc/ntsc tuner with qam 9,000:1 dynamic contrast ratio 3d comb filter black finish",,893,sony bravia v series kdl-52v4100 52 ' lcd tv kdl52v4100,"52 ' atsc , ntsc 16:9 1920 x 1080 hdtv",1599.0
631,692,0,631,sony 3.1 channel home theater surround system in black htct100,sony 3.1 channel home theater surround system in black htct100 hdmi active intelligence lpcm playback 3.1 channel s-force surround bravia ® sync digital media port black finish eta mid january 2009,299.0,692,samsung htz410t home theater system htz410t,samsung ht-z410t 5 disc home theater surround sound system with hdmi and divx playback,279.0
982,1067,0,982,apple macbook pro 2.53 ghz intel core 2 duo silver notebook computer mb471lla,apple macbook pro 2.53 ghz intel core 2 duo silver notebook computer mb471lla 2.53 ghz intel core 2 duo processor 320gb 5400-rpm serial ata hard drive 15.4 ' led-backlit glossy widescreen display built-in isight camera built-in airport extreme wi-fi and bluetooth nvidia geforce 9600m gt graphics processor dual display and video mirroring multi-touch trackpad 85w magsafe power adapter mini displayport mac os x v10 .5 leopard silver finish,2499.0,1067,apple macbook pro notebook mb470ll/a,"intel core 2 duo 2.4 ghz 15.4 ' wxga + 2gb ddr3 sdram 250gb hdd dvd-writer ( dvdr/rw ) gigabit ethernet , wi-fi , bluetooth mac os x 10.5 leopard",1849.0
728,72,0,728,peerless 37 ' 60 ' flat panel tv black wall mount st660p,peerless 37 ' 60 ' flat panel tv black wall mount st660p plasma flat panel tvs 200 lbs load capacity up to 15 degrees of forward tilt and -5 degrees backward tilt black finish,,72,sanus flat panel tv wall mount vm400s,"steel , aluminum 80 lb",
919,1068,0,919,apple 8gb green 4th generation ipod nano mb745lla,"apple 8gb green 4th generation ipod nano mb745lla holds up to 2,000 songs in 128-kbps aac format , 7,000 ipod-viewable photos and 8 hours of video 2 ' ( diagonal ) liquid crystal display with blue-white led backlight 320-by-240-pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible green finish",149.0,1068,apple ipod nano armband mb769g/a,grey,29.0
686,1060,0,686,onkyo 7.1-channel home theater black receiver txsr606b,onkyo 7.1-channel home theater black receiver txsr606b 90 watts per channel power amplifier hdmi 1080i upscaling powered by faroudja dcdi edge truehd and dts-hd decoding hdmi v1 .3 a repeater optimum gain volume audyssey dynamic eq analog to hdmi upconversion music optimizer av sync black finish,,1060,onkyo tx-sr876 a/v receiver txsr876b,"dolby digital , dolby truehd , dts-hd , dolby digital ex , dolby digital plus , dolby pro logic ii , dolby truehd , dts , dts-es , dts neo :6 , thx surround ex , thx select 2fm , am",1077.98
267,348,1,267,panasonic countertop microwave oven in black nnsn667bk,panasonic nn-sn667b countertop microwave oven in black nnsn667bk 1.2 cubic foot 1300 watts high power 10 power levels 5 cooking stages quick minute one-touch sensor cooking inverter turbo defrost multi-lingual menu action screen popcorn key black finish,129.0,348,panasonic nnsn667b 1.2 cu . ft. countertop microwave oven in black,,108.63
370,173,0,370,nikon d300 digital slr digital camera d300body,"nikon d300 digital slr digital camera d300body 12.3 megapixel dx-format cmos sensor 3 ' super density 920,000-dot vga color monitor continuous shooting up to 6 frames per second fast accurate 51-point autofocus with 3d focus tracking scene recognition system ( srs ) dynamic integrated dust reduction system two liveview shooting modes picture control settings rugged magnesium-alloy construction black finish body only",,173,panasonic cga-s007a / 1b lithium ion digital camera battery,lithium ion ( li-ion ) 3.7 v dc photo battery,
39,845,0,39,ge gsd4000nww white built-in dishwasher gsd4000wh,ge gsd4000nww white built-in dishwasher gsd4000wh 5-level powerscrub wash system with powershower electronic controls 100 percent water filtration with extrafine filter 2/4/8-hour delay start china/crystal cycle white finish,,845,frigidaire fdb130rgs 24 ' built-in dishwasher ( white ),,246.54
432,89,0,432,canon green photo ink cartridge cli8g,canon green photo ink cartridge cli8g fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,89,canon pgi-5bk black ink cartridge 0628b002,canon pgi-5 pigment black ink cartridge for canon contrastplus photo printers,14.99
119,688,0,119,sanus vmav black visionmount component wall shelf vmavb in black vmavb,sanus vmav black visionmount component wall shelf vmavb single wall mount shelf for audio-video component metal v arm black finish,34.99,688,sanus visionmount lt25-b1 tilting wall mount,175 lb black,
350,574,0,350,sony white cybershot t series digital camera jacket case with stylus lcjthcw,sony white cybershot t series digital camera jacket case with stylus lcjthcw for 2007 cybershot t series camera stylus included custom-fitted white finish,,574,sony cyber-shot dsc-t300 digital camera black dsct300/b,10.1 megapixel 16:9 2x digital zoom 3.5 ' active matrix tft color lcd,273.95
940,905,0,940,canon black eos 50d digital slr camera body eos50dbody,canon black eos 50d digital slr camera body eos50dbody 15.1 megapixel cmos sensor digic 4 image processor 3.0 ' clear view lcd 9 cross-type high-precision sensors enhanced live view eos integrated cleaning system creative auto hdmi output 2807b006 black finish,,905,nikon d700 digtal slr camera 25444,12.1 megapixel 3 ' active matrix tft color lcd,2699.0
